시설물명,시설물구분,시설물종류,준공일,종별,위치,차기점검진단일,등급,최종점검진단일
대평교,교량,도로교량,20010830,2종,경상남도 진주시 대평면 대평리,20181220,B등급,20161220
불티교,교량,도로교량,20020131,1종,세종특별자치시  금남면 도남리,20170923,B등급,20150923
황금고가교,교량,도로교량,20030827,1종,대구광역시 수성구 황금동,20181103,B등급,20161103
삼천1교,교량,도로교량,20030620,2종,전라북도 전주시 완산구 석구동,20190405,B등급,20170405
유수교,교량,도로교량,19991231,1종,경상남도 진주시 내동면 유수리,20190616,B등급,20170616
진수대교,교량,도로교량,20001028,1종,경상남도 진주시 내동면 내평리,20180702,B등급,20160702
승용교,교량,도로교량,20030620,1종,광주광역시 남구 승촌동,20170814,B등급,20150814
북삼교,교량,도로교량,20001228,1종,경기도 연천군 왕징면 북삼리,20180627,B등급,20160627
우산본선교,교량,도로교량,20030430,1종,광주광역시 광산구 선암동,20170814,B등급,20150814
우산RAMP-A교,교량,도로교량,20030430,1종,광주광역시 광산구 선암동,20170814,B등급,20150814
우산RAMP-B교,교량,도로교량,20030430,1종,광주광역시 광산구 선암동,20170814,B등급,20150814
유산교(상),교량,도로교량,20030630,2종,전라남도 담양군 봉산면 유산리,20170719,B등급,20150719
유산교(하),교량,도로교량,20030630,2종,전라남도 담양군 봉산면 유산리,20170719,B등급,20150719
용평대교,교량,도로교량,20020529,1종,전라북도 진안군 상전면 용평리,20180622,C등급,20170716
회포교,교량,도로교량,20020315,2종,충청북도 영동군 황간면 용암리,20180530,B등급,20160530
원주평교,교량,도로교량,20020221,2종,전라북도 진안군 상전면 주평리,20180708,B등급,20160708
언건대교,교량,도로교량,20020221,2종,전라북도 진안군 상전면 갈현리,20190526,B등급,20170526
죽도교,교량,도로교량,20010903,1종,전라북도 진안군 상전면 수동리,20180630,B등급,20160630
판사1교,교량,도로교량,20020723,1종,경상북도 영양군 수비면 송하리,20180518,B등급,20170523
안일교,교량,도로교량,20020608,2종,경기도 안양시 만안구 안양1동,20171230,B등급,20151230
흑석교,교량,도로교량,20030513,2종,충청북도 괴산군 문광면 흑석리,20190518,B등급,20170518
매천대교,교량,도로교량,20030423,1종,대구광역시 북구 팔달동,20190430,B등급,20170430
삼상교,교량,도로교량,20030222,1종,경상남도 밀양시 상남면,20181004,B등급,20161004
구림교,교량,도로교량,20021230,2종,전라북도 순창군 구림면 운남리,20190627,B등급,20170627
택동교,교량,도로교량,20021222,1종,경상남도 진주시 진성면 상촌리,20180215,B등급,20160215
감천교,교량,도로교량,20031231,2종,전라남도 장흥군 장흥읍 영전리,20180417,B등급,20160417
창선대교,교량,도로교량,20030515,1종,경상남도 남해군 창선면 대벽리,20181002,B등급,20170630
늑도대교,교량,도로교량,20030515,1종,경상남도 사천시 사천읍,20170926,B등급,20150926
초양대교,교량,도로교량,20030515,1종,경상남도 사천시 늑도동,20181002,B등급,20170630
삼천포대교,교량,도로교량,20030515,1종,경상남도 사천시 대방동,20181216,B등급,20170630
태전고가교,교량,도로교량,20030423,1종,대구광역시 북구 태전동,20180808,B등급,20160808
귤현대교(일산),교량,도로교량,19991217,1종,인천광역시 계양구 귤현동,20171219,B등급,20151219
성동교(신교),교량,도로교량,20030630,2종,서울특별시 성동구 행당동,20190826,B등급,20170826
통영대교,교량,도로교량,19980415,1종,경상남도 통영시 당동,20180624,B등급,20160624
목동2교,교량,도로교량,19951209,2종,경기도 가평군 북면,20180619,B등급,20160619
도대리상교,교량,도로교량,19950815,2종,경기도 가평군 북면 도대리,20180619,C등급,20160619
효충교(상행),교량,도로교량,20040430,2종,경상남도 양산시 상북면 소토리,20180512,B등급,20160512
덕평2교,교량,도로교량,20030513,2종,충청북도 괴산군 청천면 덕평리,20190518,B등급,20170518
금파교,교량,도로교량,20031229,2종,경기도 파주시 파평면 금파리,20180414,B등급,20160414
무동교,교량,도로교량,20031226,1종,울산광역시 울주군 언양읍 구수리,20180809,B등급,20160809
대왕교,교량,도로교량,20011130,2종,서울특별시 강남구 세곡동,20190630,B등급,20170630
영순교,교량,도로교량,20020402,2종,경상북도 문경시 영순면 김용리,20180415,B등급,20160415
울진남대천교,교량,도로교량,20031231,2종,경상북도 울진군 울진읍 읍내리,20180430,B등급,20160430
심천교,교량,도로교량,20040331,1종,전라남도 장흥군 부산면 지천리,20180808,B등급,20160808
늑룡교,교량,도로교량,20040331,1종,전라남도 장흥군 유치면 늑용리,20180808,B등급,20160808
지천교,교량,도로교량,20040331,2종,전라남도 장흥군 부산면 지천리,20180705,B등급,20160705
울진대교,교량,도로교량,20031231,1종,경상북도 울진군 근남면 수산리,20180809,B등급,20160809
대나리교,교량,도로교량,20031231,1종,경상북도 울진군 울진읍 연지리,20180809,B등급,20160809
온양교,교량,도로교량,20031231,2종,경상북도 울진군 울진읍 온양리,20170918,B등급,20150918
죽변교,교량,도로교량,20031231,1종,경상북도 울진군 죽변면 봉평리,20180809,B등급,20160809
묘산육교,교량,도로교량,20021230,2종,경상남도 합천군 묘산면 관기리,20171118,B등급,20151118
정암교(상),교량,도로교량,20020220,1종,경상남도 의령군 의령읍 정암리,20180624,B등급,20170527
서면교,교량,도로교량,20040922,2종,전라북도 무주군 무주읍 대차리,20190502,B등급,20170502
복하천교(인천),교량,도로교량,20031216,2종,경기도 이천시 호법면 유산리,20171023,B등급,20151023
양항교,교량,도로교량,20031214,2종,경상남도 거창군 거창읍 대평리,20190519,B등급,20170519
삼천포 I/C교,교량,도로교량,20030515,1종,경상남도 사천시 대방동,20181002,B등급,20170630
천소교,교량,도로교량,20031226,2종,울산광역시 울주군 언양읍 반천리,20180809,B등급,20160809
고성교,교량,도로교량,20030828,2종,전라북도 완주군 화산면 화평리,20180708,B등급,20160708
(신)수포교,교량,도로교량,19971231,2종,경기도 용인시 처인구 유방동,20170430,B등급,20150430
풍호고가교,교량,도로교량,20031230,1종,경상남도 창원시 진해구 풍호동,20181227,B등급,20161227
인덕교,교량,도로교량,20000105,2종,경상북도 포항시 남구 인덕동,20190514,B등급,20170514
무지개고가차도,교량,도로교량,20020720,1종,경기도 부천시 원미구 상동,20190525,B등급,20170525
지죽대교,교량,도로교량,20030105,1종,전라남도 고흥군 도화면 구암리,20181206,B등급,20170504
용은교,교량,도로교량,20020722,2종,경기도 여주시 능서면 용은리,20180414,B등급,20160414
신풍교,교량,도로교량,20031231,1종,충청북도 괴산군 연풍면 원풍리,20180615,B등급,20160615
남도대교,교량,도로교량,20030726,1종,전라남도 구례군 간전면 운천리,20180602,B등급,20170428
낙산대교,교량,도로교량,20030930,1종,강원도 양양군 손양면 가평리,20180904,B등급,20160904
고명육교,교량,도로교량,20021122,1종,충청북도 제천시 고명동,20180530,B등급,20170622
동막교,교량,도로교량,20030930,2종,강원도 삼척시 근덕면 동막리,20180525,B등급,20160525
선원교,교량,도로교량,20031015,2종,경상북도 성주군 선남면 선원리,20190329,B등급,20170329
원덕1교,교량,도로교량,20151127,2종,경기도 양평군 양평읍,20181127,양호,20170531
진성고가교(상),교량,도로교량,20010930,1종,경상남도 진주시 진성면 상촌리,20170807,B등급,20161223
신당교,교량,도로교량,20030501,2종,경기도 가평군 북면,20180620,C등급,20160620
금호1교(서울),교량,도로교량,20031229,1종,대구광역시 북구 조야로2길,20171229,B등급,20151229
금호1교(부산),교량,도로교량,20031229,1종,대구광역시 북구 조야로2길,20171229,B등급,20151229
추동1교,교량,도로교량,20031231,2종,강원도 횡성군 횡성읍 추동리,20170720,B등급,20150720
장천교,교량,도로교량,20031223,2종,경상북도 상주시 낙동면 분황리,20180812,C등급,20160812
진량공단고가교,교량,도로교량,20040423,1종,경상북도 경산시 진량읍 신상리,20190428,B등급,20170428
채운교(하),교량,도로교량,20031230,2종,충청남도 당진시 우두동,20190508,B등급,20170508
향양IC교,교량,도로교량,20031231,2종,전라남도 장흥군 장흥읍 향양리,20190627,B등급,20170627
평화교,교량,도로교량,20031231,1종,전라남도 장흥군 장흥읍 평화리,20180705,B등급,20160705
용대교,교량,도로교량,20031119,2종,충청북도 충주시 앙성면 용대리,20180628,B등급,20160628
원오교,교량,도로교량,20040119,2종,충청북도 보은군 산외면 오대리,20180418,C등급,20160418
언양1육교,교량,도로교량,20031226,1종,울산광역시 울주군 언양읍 직동리,20180809,B등급,20160809
언양2육교,교량,도로교량,20031226,1종,울산광역시 울주군 언양읍 직동리,20180809,B등급,20160809
송탄역 진입고가,교량,도로교량,20031231,2종,경기도 평택시 신장동,20180425,B등급,20160425
논화교,교량,도로교량,20031223,1종,강원도 양양군 서면 논화리,20171010,B등급,20151010
수정교,교량,도로교량,20030624,2종,전라북도 순창군 동계면 이동리,20180914,B등급,20160914
관호IC1교,교량,도로교량,20031225,1종,경상북도 칠곡군 약목면 관호리,20171123,B등급,20151123
송학IC램프A교,교량,도로교량,20021117,1종,충청북도 제천시 송학면 무도리,20180530,B등급,20170622
송학IC육교,교량,도로교량,20021117,1종,충청북도 제천시 송학면 무도리,20180530,B등급,20170622
논화램프C교,교량,도로교량,20031223,1종,강원도 양양군 서면 논화리,20180911,B등급,20160911
행신교,교량,도로교량,20031231,2종,강원도 강릉시 연곡면 행정리,20180320,B등급,20160320
아차산대교(상행),교량,도로교량,20031223,1종,서울특별시 광진구 강변북로,20181216,B등급,20161216
아차산대교(하행),교량,도로교량,20031223,1종,서울특별시 광진구 강변북로,20181216,B등급,20161216
매원천교(서울),교량,도로교량,20031229,2종,경상북도 칠곡군 왜관읍 매원리,20190605,B등급,20170605
음수교,교량,도로교량,20031229,2종,전라북도 완주군 동상면 대아리,20180515,B등급,20160515
두무개다리 고가도로,교량,도로교량,20030730,1종,서울특별시 용산구 한남동,20180205,B등급,20160205
진성고가교(하),교량,도로교량,20010930,1종,경상남도 진주시 진성면 상촌리,20170807,B등급,20161223
천곡1교(상),교량,도로교량,20010430,1종,경상남도 진주시 진성면 천곡리,20170807,B등급,20161223
천곡1교(하),교량,도로교량,20010430,1종,경상남도 진주시 진성면 천곡리,20170807,B등급,20161223
가산I/C7교,교량,도로교량,20031227,2종,경상북도 칠곡군 가산면 천평리,20171230,B등급,20151230
신촌교,교량,도로교량,20030624,2종,전라북도 순창군 동계면 현포리,20190914,A등급,20160914
풍월교,교량,도로교량,20031223,2종,전라북도 정읍시 영원면 풍월리,20180601,B등급,20160601
관호대교,교량,도로교량,20031225,1종,경상북도 칠곡군 약목면 관호리,20171123,B등급,20151123
원서교,교량,도로교량,20031231,1종,충청북도 제천시 백운면 원월리,20180623,B등급,20160623
소오목2교,교량,도로교량,20031118,2종,강원도 영월군 한반도면 광전리,20180608,B등급,20160608
금호2교(부산),교량,도로교량,20031229,1종,대구광역시 북구 검단북로41길,20171229,B등급,20151229
외천교(서울),교량,도로교량,20031229,1종,대구광역시 북구 매천로2길,20181206,B등급,20170630
외천교(부산),교량,도로교량,20031229,1종,대구광역시 북구 매천로2길,20181206,B등급,20170630
설악대교,교량,도로교량,20031030,1종,강원도 속초시 설악금강대교로,20190302,B등급,20170302
탐진2교,교량,도로교량,20031231,1종,전라남도 장흥군 장흥읍 평장리,20180808,B등급,20160808
평장교,교량,도로교량,20031231,1종,전라남도 장흥군 장흥읍 평장리,20180808,B등급,20160808
