시설물명,시설물구분,시설물종류,준공일,종별,위치,차기점검진단일,등급,최종점검진단일
수상4배수문,하천,수문 및 통문,20120630,2종,경상북도 안동시 수상동,20190619,B등급,20170619
수상6배수문,하천,수문 및 통문,20120630,2종,경상북도 안동시 수상동,20190619,B등급,20170619
봉정제 제2배수문,하천,수문 및 통문,20101231,2종,경상북도 의성군 다인면 봉정리,20190604,B등급,20170604
이목 제1배수문,하천,수문 및 통문,20051231,2종,경상북도 문경시 영순면 이목리,20190604,B등급,20170604
이목 제4배수문,하천,수문 및 통문,20051231,2종,경상북도 문경시 영순면 이목리,20190604,B등급,20170604
지탄2배수통문,하천,수문 및 통문,20031231,2종,충청북도 옥천군 이원면 지탄리,20170918,B등급,20150918
검암2제 1배수문,하천,수문 및 통문,20120626,2종,경상북도 안동시 남후면 검암리,20190806,A등급,20160806
세천3배수통문,하천,수문 및 통문,20111227,1종,대구광역시 달성군 다사읍 세천리,20191027,A등급,20161027
금천3배수통문,하천,수문 및 통문,20010520,2종,충청남도 부여군 장암면 정암리,20181223,B등급,20161223
금천2배수통문,하천,수문 및 통문,20010520,2종,충청남도 부여군 장암면 정암리,20181223,B등급,20161223
금천1배수통문,하천,수문 및 통문,20010520,2종,충청남도 부여군 장암면 정암리,20181223,B등급,20161223
장암4배수통문(정고2제),하천,수문 및 통문,20000101,2종,충청남도 부여군 장암면 정암리,20170919,B등급,20150919
장암3배수통문(정고2제),하천,수문 및 통문,20000101,2종,충청남도 부여군 장암면 북고리,20170919,B등급,20150919
장암2배수통문(정고1제),하천,수문 및 통문,20000101,2종,충청남도 부여군 의자로,20181223,B등급,20161223
장암1배수통문(정고1제),하천,수문 및 통문,20000101,2종,충청남도 부여군 장암면 북고리,20181223,B등급,20161223
하황배수통문,하천,수문 및 통문,19990210,2종,충청남도 부여군 장암면 하황리,20170919,B등급,20150919
사산2배수통문,하천,수문 및 통문,19880729,2종,충청남도 부여군 세도면 사산리,20170919,B등급,20150919
옥산제 배수암거,하천,수문 및 통문,20130404,2종,경상남도 밀양시 상동면 옥산리,20190625,A등급,20160625
수상1배수문,하천,수문 및 통문,19781231,2종,경상북도 안동시 수상동,20180803,A등급,20150803
정하1배수문,하천,수문 및 통문,19781231,2종,경상북도 안동시 정하동,20190619,B등급,20170619
용상2배수문,하천,수문 및 통문,19731230,2종,경상북도 안동시 용상동,20190619,B등급,20170619
용상1배수문,하천,수문 및 통문,19730101,2종,경상북도 안동시 용상동,20200619,A등급,20170619
하회1배수문,하천,수문 및 통문,19921231,2종,경상북도 안동시 풍천면 하회리,20180805,B등급,20160805
장동3배수통문,하천,수문 및 통문,20041231,2종,충청북도 영동군 심천면 장동리,20170918,B등급,20150918
세천2배수통문,하천,수문 및 통문,20111227,1종,대구광역시 달성군 다사읍 세천리,20181027,B등급,20161027
공촌주운갑문,하천,수문 및 통문,20121130,2종,인천광역시 서구 경서동,20181230,A등급,20151230
금곡1제 5배수통문,하천,수문 및 통문,20121231,2종,전라남도 함평군 대동면,20181228,A등급,20151228
금곡2제 1배수통문,하천,수문 및 통문,20121231,2종,전라남도 함평군 나산면,20181228,A등급,20151228
나산2제 1배수통문,하천,수문 및 통문,20121231,2종,전라남도 함평군 나산면,20171228,B등급,20151228
나산2제 2배수통문,하천,수문 및 통문,20121231,2종,전라남도 함평군 나산면,20171228,B등급,20151228
나산2제 3배수통문,하천,수문 및 통문,20121231,2종,전라남도 함평군 나산면,20181228,A등급,20151228
봉두개울배수문,하천,수문 및 통문,19931230,2종,강원도 원주시 지정면,20200809,A등급,20170809
가마골배수문,하천,수문 및 통문,19931230,2종,강원도 원주시 지정면 월송리,20190624,B등급,20170624
간대1배수통문,하천,수문 및 통문,19901207,2종,충청남도 부여군 세도면 간대리,20181223,B등급,20161223
간대3배수통문,하천,수문 및 통문,19901207,2종,충청남도 부여군 세도면 간대리,20170919,B등급,20150919
토정배수통문,하천,수문 및 통문,19910720,2종,충청남도 부여군 세도면 청포리,20180919,A등급,20150919
무릉1배수통문,하천,수문 및 통문,19951230,2종,충청남도 공주시 무릉동,20181223,B등급,20161223
구담제4배수문,하천,수문 및 통문,19971231,2종,경상북도 안동시 풍천면 구담리,20180805,B등급,20160805
하회제2배수문,하천,수문 및 통문,19921231,2종,경상북도 안동시 풍천면 하회리,20170722,B등급,20150722
수상2배수문,하천,수문 및 통문,19781231,2종,경상북도 안동시 수상동,20200619,A등급,20170619
행복문(육갑문),하천,수문 및 통문,20110509,1종,울산광역시 남구 신정동,20200329,A등급,20170329
군남 3 배수문,하천,수문 및 통문,20011231,2종,경기도 연천군 군남면 삼거리,20190713,B등급,20170713
부기배수통문,하천,수문 및 통문,20130724,2종,경상북도 경산시 하양읍 금락리,20180630,B등급,20160630
임천2제1배수통문,하천,수문 및 통문,20120617,2종,충청남도 부여군 임천면 칠산리,20170919,B등급,20150919
임천제1배수통문,하천,수문 및 통문,20120617,2종,충청남도 부여군 임천면 비정리,20180919,A등급,20150919
비정2배수통문,하천,수문 및 통문,20120617,2종,충청남도 부여군 임천면 비정리,20170919,B등급,20150919
비정1배수통문,하천,수문 및 통문,20120617,2종,충청남도 부여군 임천면 비정리,20170919,B등급,20150919
여천취수문1,하천,수문 및 통문,20100423,1종,울산광역시 남구 삼산동,20190329,A등급,20160329
여천취수문2,하천,수문 및 통문,20100423,1종,울산광역시 남구 삼산동,20190329,A등급,20160329
신기 제4배수문,하천,수문 및 통문,20011231,2종,경상북도 구미시 선산읍 신기리,20180620,B등급,20160620
양화2배수통문,하천,수문 및 통문,19910320,2종,충청남도 부여군 양화면 내성리,20170919,B등급,20150919
두리1배수문,하천,수문 및 통문,20001218,2종,충청남도 예산군 삽교읍 두리,20190712,B등급,20170712
오야1수문,하천,수문 및 통문,19741231,2종,경상북도 경주시 천북면 오야리,20180705,B등급,20160705
원창수문,하천,수문 및 통문,19930530,2종,경상북도 김천시 아포읍 의리,20180902,A등급,20150902
호동2수문,하천,수문 및 통문,20030101,2종,경상북도 김천시 덕곡동,20180902,A등급,20150902
서부1수문,하천,수문 및 통문,19970101,2종,경상북도 김천시 개령면 서부리,20190622,B등급,20170622
서부2수문,하천,수문 및 통문,19960101,2종,경상북도 김천시 개령면 서부리,20190622,C등급,20170622
덕촌1수문,하천,수문 및 통문,19840101,2종,경상북도 김천시 개령면 덕촌리,20190622,C등급,20170622
덕촌2수문,하천,수문 및 통문,19960101,2종,경상북도 김천시 개령면 덕촌리,20190622,B등급,20170622
덕촌3수문,하천,수문 및 통문,19970101,2종,경상북도 김천시 개령면 덕촌리,20190622,B등급,20170622
덕촌4수문,하천,수문 및 통문,19840101,2종,경상북도 김천시 개령면 덕촌리,20190622,C등급,20170622
다남1수문,하천,수문 및 통문,19840101,2종,경상북도 김천시 개령면 덕촌리,20181031,A등급,20151031
남하제(1)취수문,하천,수문 및 통문,20121224,1종,대구광역시 동구 대림동,20171230,B등급,20151230
안심2제 1배수통문,하천,수문 및 통문,20121224,1종,대구광역시 동구 금강동,20171217,B등급,20151217
안심2제 2배수통문,하천,수문 및 통문,20121224,1종,대구광역시 동구 금강동,20181217,A등급,20151217
안심2제 3배수통문,하천,수문 및 통문,20121224,1종,대구광역시 동구 동호동,20181217,A등급,20151217
항동배수문,하천,수문 및 통문,19930626,2종,전라북도 군산시 성산면 성덕리,20170919,B등급,20150919
창우배수문,하천,수문 및 통문,19931230,2종,경기도 하남시 창우동,20170626,B등급,20150626
덕목2-1배수문,하천,수문 및 통문,20061216,2종,경기도 평택시 현덕면 덕목리,20180511,B등급,20160511
덕목3배수문,하천,수문 및 통문,20061216,2종,경기도 평택시 현덕면 덕목리,20190417,B등급,20170417
덕목4배수문,하천,수문 및 통문,20061216,2종,경기도 평택시 현덕면 덕목리,20190417,B등급,20170417
석봉2수문,하천,수문 및 통문,20021001,2종,경기도 평택시 팽성읍 석봉리,20190417,B등급,20170417
신호양수문,하천,수문 및 통문,19980101,2종,경기도 평택시 팽성읍 석봉리,20190417,B등급,20170417
덕남배수문,하천,수문 및 통문,20040101,2종,경상남도 함안군 칠북면 덕남리,20181014,B등급,20161014
법사배수문,하천,수문 및 통문,19360101,2종,경상남도 창녕군 길곡면 오호리,20171114,B등급,20151114
성산2배수문,하천,수문 및 통문,20030101,2종,경상남도 의령군 지정면 성산리,20171114,B등급,20151114
여의4배수문,하천,수문 및 통문,19920101,2종,경상남도 의령군 낙서면 정곡리,20171114,B등급,20151114
여차배수통문,하천,수문 및 통문,19910101,2종,경상남도 김해시 상동면 여차리,20171114,B등급,20151114
우산2배수문,하천,수문 및 통문,20040910,2종,경상남도 창녕군 이방면,20171114,B등급,20151114
우산3배수문,하천,수문 및 통문,20040910,2종,경상남도 창녕군 이방면 등림리,20171114,B등급,20151114
유어배수문,하천,수문 및 통문,19370101,2종,경상남도 창녕군 유어면,20171114,B등급,20151114
신리1배수문,하천,수문 및 통문,20081215,2종,충청남도 당진시 합덕읍 신리,20170406,B등급,20150406
신리2배수문,하천,수문 및 통문,20081215,2종,충청남도 당진시 합덕읍 신리,20170406,B등급,20150406
두리2배수문,하천,수문 및 통문,20011217,2종,충청남도 예산군 삽교읍 두리,20190712,B등급,20170712
신가3배수문,하천,수문 및 통문,20001218,2종,충청남도 예산군 삽교읍 신가리,20190712,B등급,20170712
평촌배수문,하천,수문 및 통문,20001218,2종,충청남도 예산군 삽교읍 평촌리,20190712,B등급,20170712
신가2배수문,하천,수문 및 통문,20001218,2종,충청남도 예산군 삽교읍 신가리,20190712,B등급,20170712
발연1배수문,하천,수문 및 통문,20100113,2종,충청남도 예산군 예산읍 석양리,20190620,B등급,20170620
산성2배수문,하천,수문 및 통문,20090317,2종,충청남도 예산군 예산읍 발연리,20190620,B등급,20170620
산성1배수문,하천,수문 및 통문,20090317,2종,충청남도 예산군 예산읍 산성리,20190620,B등급,20170620
손지1배수문,하천,수문 및 통문,20011217,2종,충청남도 예산군 대흥면 손지리,20190620,B등급,20170620
다남2수문,하천,수문 및 통문,19840101,2종,경상북도 김천시 개령면 덕촌리,20181220,C등급,20161220
장들수문,하천,수문 및 통문,19990101,2종,경상북도 김천시 삼락동,20190622,B등급,20170622
광명수문,하천,수문 및 통문,20030101,2종,경상북도 김천시 구성면 광명리,20190622,B등급,20170622
양화1배수통문,하천,수문 및 통문,20120617,2종,충청남도 부여군 양화면 내성리,20170919,B등급,20150919
외리배수통문,하천,수문 및 통문,20120611,2종,충청남도 부여군 규암면 규암리,20170919,B등급,20150919
천내1배수통문,하천,수문 및 통문,20030806,2종,충청남도 청양군 청남면 천내리,20170919,B등급,20150919
도흥1배수문,하천,수문 및 통문,19450101,2종,경상남도 함안군 대산면 부목리,20171114,B등급,20151114
마천배수문,하천,수문 및 통문,19800101,2종,경상남도 창녕군 길곡면,20171114,C등급,20151114
시산배수문,하천,수문 및 통문,19390101,2종,경상남도 김해시 한림면 시산리,20171114,B등급,20151114
고품제1배수문,하천,수문 및 통문,20121218,2종,경상남도 합천군 용주면 고품리,20181120,A등급,20151120
농소제 1배수문,하천,수문 및 통문,20111231,2종,경상북도 구미시 옥성면 농소리,20180620,B등급,20160620
고품제2배수문,하천,수문 및 통문,20121218,2종,경상남도 합천군 용주면 고품리,20181120,A등급,20151120
용주제1배수문,하천,수문 및 통문,20121218,2종,경상남도 합천군 용주면 용지리,20181120,A등급,20151120
용주제2배수문,하천,수문 및 통문,20121218,2종,경상남도 합천군 용주면 용지리,20181120,A등급,20151120
금평2수문,하천,수문 및 통문,20030101,2종,경상북도 김천시 구성면 광명리,20190622,B등급,20170622
운동수문,하천,수문 및 통문,20030101,2종,경상북도 김천시 구성면 미평리,20181031,A등급,20151031
양지수문,하천,수문 및 통문,20030101,2종,경상북도 김천시 구성면 상원리,20190622,B등급,20170622
미평수문,하천,수문 및 통문,20030101,2종,경상북도 김천시 구성면 미평리,20190622,B등급,20170622
신보수문,하천,수문 및 통문,20030101,2종,경상북도 김천시 구성면 구미리,20181031,A등급,20151031
정타골2수문,하천,수문 및 통문,20030101,2종,경상북도 김천시 구성면 미평리,20181031,A등급,20151031
정타골1수문,하천,수문 및 통문,20030101,2종,경상북도 김천시 구성면 미평리,20190622,B등급,20170622
소정수문,하천,수문 및 통문,20030101,2종,경상북도 김천시 지례면 교리,20190622,B등급,20170622
가는밭수문,하천,수문 및 통문,20030101,2종,경상북도 김천시 지례면 도곡리,20190622,B등급,20170622
입포1배수통문,하천,수문 및 통문,19941015,2종,충청남도 부여군 양화면 입포리,20180919,A등급,20150919
입포2배수통문,하천,수문 및 통문,19941015,2종,충청남도 부여군 양화면 입포리,20181223,B등급,20161223
칠산1배수통문,하천,수문 및 통문,19910209,2종,충청남도 부여군 임천면 칠산리,20181223,B등급,20161223
금곡1제 2배수통문,하천,수문 및 통문,20121231,2종,전라남도 함평군 대동면,20181228,A등급,20151228
금곡1제 3배수통문,하천,수문 및 통문,20121231,2종,전라남도 함평군 대동면,20181228,A등급,20151228
금곡1제 4배수통문,하천,수문 및 통문,20121231,2종,전라남도 함평군 대동면,20181228,A등급,20151228
화조제2수문,하천,수문 및 통문,19971231,2종,경상북도 구미시 선산읍 화조리,20200328,A등급,20170328
무이3제1수문,하천,수문 및 통문,20140205,2종,경상북도 구미시 무을면 무등리,20191010,A등급,20161010
무이2제1수문,하천,수문 및 통문,20150203,2종,경상북도 구미시 무을면 오가리,20191010,A등급,20161010
원당제3배수통문,하천,수문 및 통문,20001231,2종,경기도 고양시 덕양구 원당동,20181107,B등급,20161107
소로3배수문,하천,수문 및 통문,20000101,2종,충청북도 청주시 흥덕구 옥산면 소로리,20181230,B등급,20161230
소호배수문,하천,수문 및 통문,20141215,2종,경상남도 진주시 충무공동,20171215,양호,20170306
삼거배수통문,하천,수문 및 통문,20150501,2종,충청남도 논산시 채운면 삼거리,20180501,양호,20170628
신당수문,하천,수문 및 통문,19960101,2종,경상북도 경주시 천북면 천북로,20190515,B등급,20170515
남교배수통문,하천,수문 및 통문,20150501,2종,충청남도 논산시 강경읍 남교리,20180501,양호,20170628
태산배수문,하천,수문 및 통문,19700101,2종,세종특별자치시  부강면 부강리,20170907,B등급,20150907
집앞들수문,하천,수문 및 통문,20030101,2종,경상북도 김천시 지례면 여배리,20190622,B등급,20170622
가례수문(지방하천),하천,수문 및 통문,20030101,2종,경상북도 김천시 대덕면 가례리,20190622,B등급,20170622
한들수문,하천,수문 및 통문,20030101,2종,경상북도 김천시 대덕면 가례리,20190622,B등급,20170622
구마이1수문,하천,수문 및 통문,20030101,2종,경상북도 김천시 대덕면 중산리,20190622,B등급,20170622
구마이2수문,하천,수문 및 통문,20030101,2종,경상북도 김천시 대덕면 중산리,20190622,B등급,20170622
구마이3수문,하천,수문 및 통문,20030101,2종,경상북도 김천시 대덕면 중산리,20190622,B등급,20170622
장곡1수문,하천,수문 및 통문,20030101,2종,경상북도 김천시 대덕면 관기리,20190622,B등급,20170622
장곡2수문,하천,수문 및 통문,20030101,2종,경상북도 김천시 대덕면 관기리,20190622,B등급,20170622
시암4배수문,하천,수문 및 통문,20021230,2종,경기도 김포시 하성면 시암리,20170626,B등급,20150626
운양배수문,하천,수문 및 통문,19250101,2종,경기도 김포시 운양동,20170626,B등급,20150626
오향제1호배수통문,하천,수문 및 통문,20101222,2종,충청북도 음성군 감곡면 오향리,20170724,B등급,20150724
신평배수문,하천,수문 및 통문,19981230,2종,경기도 고양시 덕양구 행주외동,20181221,B등급,20161221
구산배수문,하천,수문 및 통문,20011230,2종,경기도 고양시 일산서구 구산동,20180627,B등급,20160627
오향제2호배수통문,하천,수문 및 통문,20101222,2종,충청북도 음성군 감곡면 오향리,20170724,B등급,20150724
시암2배수문,하천,수문 및 통문,20021230,2종,경기도 김포시 하성면 시암리,20171222,A등급,20141222
감암포배수문,하천,수문 및 통문,19951230,2종,경기도 김포시 운양동,20190627,A등급,20160627
조강배수문,하천,수문 및 통문,19901230,2종,경기도 김포시 월곶면 조강리,20180627,C등급,20160627
굴포천잠관수문,하천,수문 및 통문,20121206,2종,경기도 김포시 고촌읍 전호리,20180630,B등급,20160630
수동3배수문,하천,수문 및 통문,20120626,2종,경상북도 안동시 풍산읍 수리,20170720,B등급,20150720
안녕제2배수문,하천,수문 및 통문,20121211,2종,경기도 화성시 안녕동,20170630,B등급,20150630
용수제2배수문,하천,수문 및 통문,20121211,2종,경기도 화성시 정남면 용수리,20170630,B등급,20150630
부용2배수통문,하천,수문 및 통문,20011231,2종,세종특별자치시  금남면 부용리,20170919,B등급,20150919
용수제1배수문,하천,수문 및 통문,20121211,2종,경기도 화성시 정남면 용수리,20170630,B등급,20150630
금복제1배수문,하천,수문 및 통문,20121211,2종,경기도 화성시 정남면 금복리,20170630,B등급,20150630
발산제2배수문,하천,수문 및 통문,20121211,2종,경기도 화성시 정남면 발산리,20170630,B등급,20150630
금곡제1수문,하천,수문 및 통문,20000101,2종,경기도 화성시 동탄면 송리,20170630,B등급,20150630
계향제1배수문,하천,수문 및 통문,20050423,2종,경기도 화성시 정남면 계향리,20170630,B등급,20150630
금곡제3수문,하천,수문 및 통문,20000101,2종,경기도 화성시 동탄면 금곡리,20170630,C등급,20150630
금곡제4수문,하천,수문 및 통문,20000101,2종,경기도 화성시 동탄면 금곡리,20170630,C등급,20150630
권관리수문,하천,수문 및 통문,20050303,2종,경기도 평택시 현덕면 권관리,20180511,B등급,20160511
신왕리1수문,하천,수문 및 통문,20050303,2종,경기도 평택시 현덕면 신왕리,20190417,B등급,20170417
신왕리2수문,하천,수문 및 통문,20050303,2종,경기도 평택시 현덕면 신왕리,20180511,B등급,20160511
덕목2배수문,하천,수문 및 통문,20061216,2종,경기도 평택시 현덕면 덕목리,20190511,A등급,20160511
쌍신1배수통문,하천,수문 및 통문,19981230,2종,충청남도 공주시 쌍신동,20181223,B등급,20161223
옥성2배수통문,하천,수문 및 통문,19980630,2종,충청남도 공주시 우성면 옥성리,20181223,B등급,20161223
오동배수통문,하천,수문 및 통문,19980630,2종,충청남도 공주시 우성면 오동리,20181223,B등급,20161223
죽당배수통문,하천,수문 및 통문,19970101,2종,충청남도 공주시 우성면 죽당리,20181223,B등급,20161223
어천2배수통문,하천,수문 및 통문,19970605,2종,충청남도 공주시 우성면 어천리,20181223,B등급,20161223
어천1배수통문,하천,수문 및 통문,19970605,2종,충청남도 공주시 우성면 어천리,20181223,B등급,20161223
장수배수통문,하천,수문 및 통문,20001030,2종,충청남도 청양군 목면 신흥리,20181223,B등급,20161223
반음배수통문,하천,수문 및 통문,20000101,2종,충청남도 청양군 목면 신흥리,20170919,B등급,20150919
부기1호배수통문,하천,수문 및 통문,20130724,2종,경상북도 경산시 하양읍 대조리,20190630,A등급,20160630
환상배수통문,하천,수문 및 통문,20130724,2종,경상북도 경산시 하양읍 환상리,20180630,B등급,20160630
남하1호배수통문,하천,수문 및 통문,20130724,2종,경상북도 경산시 하양읍 남하리,20190630,A등급,20160630
남하배수통문,하천,수문 및 통문,20130724,2종,경상북도 경산시 하양읍 청천리,20190630,A등급,20160630
매호배수통문,하천,수문 및 통문,20130724,1종,대구광역시 수성구 매호동,20190708,A등급,20160708
풍천1제 1배수문,하천,수문 및 통문,20120626,2종,경상북도 안동시 풍천면 광덕리,20180720,A등급,20150720
풍천3배수문,하천,수문 및 통문,20120626,2종,경상북도 안동시 풍천면 광덕리,20170720,B등급,20150720
단현배수문,하천,수문 및 통문,20000101,2종,경기도 여주군 여주읍 단현리,20181221,B등급,20161221
계신제2배수문(계신리수문),하천,수문 및 통문,19830101,2종,경기도 여주군 금사면,20181221,B등급,20161221
가산 제2배수문,하천,수문 및 통문,19951231,2종,경상북도 구미시 도개면 가산리,20180620,B등급,20160620
낙동 제3배수문,하천,수문 및 통문,19941231,2종,경상북도 상주시 낙동면 낙동리,20180620,B등급,20160620
가락2배수문,하천,수문 및 통문,19900101,2종,충청북도 청주시 흥덕구 옥산면 가락리,20170915,B등급,20150915
학소2배수문,하천,수문 및 통문,19860101,2종,충청북도 청주시 청원구 오창읍 학소리,20191212,A등급,20161212
유리2배수문,하천,수문 및 통문,19860101,2종,충청북도 청주시 청원구 오창읍 유리,20191212,A등급,20161212
남촌4배수문,하천,수문 및 통문,20050101,2종,충청북도 청주시 흥덕구 옥산면 남촌리,20181212,B등급,20161212
소요제8배수암거,하천,수문 및 통문,19960101,2종,경기도 동두천시 동두천동,20190416,A등급,20160416
양구01배수통문,하천,수문 및 통문,20020914,2종,강원도 양구군 양구읍 고대리,20181228,B등급,20161228
원동제3수문,하천,수문 및 통문,19940503,2종,경상북도 구미시 선산읍 원리,20180325,B등급,20160325
포상우안1수문,하천,수문 및 통문,20101027,2종,경상북도 구미시 선산읍 포상리,20180325,B등급,20160325
대림2-2수문,하천,수문 및 통문,20010101,2종,서울특별시 영등포구 도림천로11길,20170705,B등급,20150705
습례제2수문,하천,수문 및 통문,20011231,2종,경상북도 구미시 선산읍 습례리,20190328,B등급,20170328
원동제4수문,하천,수문 및 통문,19960306,2종,경상북도 구미시 선산읍 원리,20180325,B등급,20160325
무등1제1수문,하천,수문 및 통문,20150203,2종,경상북도 구미시 무을면 무등리,20191010,A등급,20161010
고척제 우안  제20호 배수통문,하천,수문 및 통문,20150109,2종,전라북도 군산시 대야면 산월리,20180109,양호,20170626
고척제 우안  제36호 배수통문,하천,수문 및 통문,20150109,2종,전라북도 군산시 대야면 보덕리,20180109,양호,20170626
원당제1배수통문,하천,수문 및 통문,20001231,2종,경기도 고양시 덕양구 관산동,20181107,B등급,20161107
남리배수문,하천,수문 및 통문,19720101,2종,세종특별자치시  조치원읍 남리,20170907,C등급,20150907
죽림3배수문,하천,수문 및 통문,19830101,2종,세종특별자치시  조치원읍 죽림리,20170907,B등급,20150907
봉암2배수문,하천,수문 및 통문,19850101,2종,세종특별자치시  연서면 봉암리,20170907,C등급,20150907
오산5배수문,하천,수문 및 통문,19851231,2종,경기도 오산시 청학동,20180704,B등급,20160704
괴정 배수문,하천,수문 및 통문,20000101,2종,충청북도 청주시 청원구 오창읍 괴정리,20181212,B등급,20161212
여천2배수문,하천,수문 및 통문,20000101,2종,충청북도 청주시 청원구 오창읍 여천리,20181212,B등급,20161212
석우1배수문,하천,수문 및 통문,20000101,2종,충청북도 청주시 청원구 오창읍 석우리,20181212,B등급,20161212
내교4배수암거,하천,수문 및 통문,19940530,2종,전라남도 함평군 함평읍 기각리,20190531,B등급,20170531
도남배수통문,하천,수문 및 통문,20050520,2종,세종특별자치시  금남면 도남리,20170919,B등급,20150919
고척제 우안  제14호 배수통문,하천,수문 및 통문,20150109,2종,전라북도 군산시 대야면 산월리,20180109,양호,20170626
신천 제3배수암거,하천,수문 및 통문,19960101,2종,경기도 동두천시 상패동,20190604,B등급,20170604
신천 제2배수암거,하천,수문 및 통문,19960101,2종,경기도 동두천시 상패동,20190604,B등급,20170604
제1배수통문,하천,수문 및 통문,20150610,2종,전라남도 나주시 다시면 동당리,20180610,양호,20170921
고척제 좌안 제13호 배수통문,하천,수문 및 통문,20150109,2종,전라북도 군산시 대야면 죽산리,20180109,양호,20170626
고척제 좌안  제17호 배수통문,하천,수문 및 통문,20150109,2종,전라북도 군산시 대야면 죽산리,20180109,양호,20170626
반성제2배수문,하천,수문 및 통문,20141219,2종,경상남도 진주시 일반성면 개암리,20190807,B등급,20170807
소요제2배수암거,하천,수문 및 통문,19960101,2종,경기도 동두천시 상봉암동,20180416,B등급,20160416
상패제8배수암거,하천,수문 및 통문,19960101,2종,경기도 동두천시 상패동,20180416,B등급,20160416
내고제3수문,하천,수문 및 통문,20040608,2종,경상북도 구미시 선산읍 내고5길,20190328,C등급,20170328
황산제1수문,하천,수문 및 통문,20011231,2종,경상북도 구미시 고아읍 황산길,20180329,B등급,20160329
북산제2수문,하천,수문 및 통문,20011231,2종,경상북도 구미시 선산읍 북산리,20180325,B등급,20160325
내고제4수문,하천,수문 및 통문,20040608,2종,경상북도 구미시 선산읍 김선로,20180325,B등급,20160325
남촌2배수문,하천,수문 및 통문,20000101,2종,충청북도 청주시 흥덕구 옥산면 남촌리,20181212,C등급,20161212
소로1배수문,하천,수문 및 통문,20000101,2종,충청북도 청주시 흥덕구 옥산면 소로리,20181230,B등급,20161230
포상좌안2수문,하천,수문 및 통문,20120613,2종,경상북도 구미시 무을면 웅곡리,20180325,B등급,20160325
화조제1수문,하천,수문 및 통문,19971231,2종,경상북도 구미시 선산읍 화조리,20190328,B등급,20170328
낙동제2배수문,하천,수문 및 통문,19941231,2종,경상북도 상주시 낙동면 낙동리,20180811,B등급,20160811
양촌제1배수문,하천,수문 및 통문,20030516,2종,충청북도 충주시 소태면 양촌리,20180823,B등급,20160823
전류2배수문,하천,수문 및 통문,20001231,2종,경기도 김포시 하성면 전류리,20171225,B등급,20151225
문발배수문,하천,수문 및 통문,20001231,2종,경기도 파주시 문발동,20180926,C등급,20160926
우산 1배수통문,하천,수문 및 통문,19950601,1종,광주광역시 광산구 우산동,20171222,B등급,20151222
강의1-1 배수통문,하천,수문 및 통문,19950601,2종,전라남도 담양군 대전면 강의리,20181123,B등급,20161123
죽항제1배수문,하천,수문 및 통문,19910101,2종,전라북도 남원시 쌍교동,20200218,A등급,20170218
척문제1배수문,하천,수문 및 통문,19760101,2종,전라북도 남원시 이백면 척문리,20190218,B등급,20170218
좌안1제 1호 배수문,하천,수문 및 통문,20131216,2종,강원도 춘천시 동면 장학리,20181207,B등급,20161207
중촌 배수통문,하천,수문 및 통문,19950601,1종,광주광역시 북구 용두동,20171222,B등급,20151222
마륵 배수통문,하천,수문 및 통문,19950601,1종,광주광역시 서구 마륵동,20181223,B등급,20161223
남산 배수통문,하천,수문 및 통문,19950601,2종,전라남도 담양군 담양읍 학동리,20181123,B등급,20161123
학산 2배수통문,하천,수문 및 통문,19950601,2종,전라남도 나주시 노안면 학산리,20181223,B등급,20161223
장월평천 제2-1 배수문,하천,수문 및 통문,20021231,2종,경기도 고양시 일산서구 법곳동,20180314,B등급,20160314
가좌천배수문,하천,수문 및 통문,20071231,2종,경기도 고양시 일산서구 덕이동,20180314,B등급,20160314
월촌배수문,하천,수문 및 통문,19600101,2종,경상남도 김해시 대동면 월촌리,20171114,B등급,20151114
남석제4호배수문,하천,수문 및 통문,20110102,2종,전라남도 나주시 남평읍 풍림리,20190618,B등급,20170618
고막배수문,하천,수문 및 통문,19870102,2종,전라남도 나주시 다시면 송촌리,20180314,B등급,20160314
아천다남리수문,하천,수문 및 통문,20131219,2종,경상북도 김천시 어모면 다남리,20190622,B등급,20170622
대장2배수문,하천,수문 및 통문,20001231,2종,경기도 고양시 덕양구 대장동,20200420,A등급,20170420
용두2배수문,하천,수문 및 통문,20001231,2종,경기도 고양시 덕양구 용두동,20180303,B등급,20160303
용두3배수문,하천,수문 및 통문,20001231,2종,경기도 고양시 덕양구 용두동,20200223,A등급,20170223
용두5배수문,하천,수문 및 통문,20001231,2종,경기도 고양시 덕양구 고양대로,20190420,B등급,20170420
신원배수문,하천,수문 및 통문,20001231,2종,경기도 고양시 덕양구 원당동,20180330,B등급,20160330
상산배수문,하천,수문 및 통문,20001231,2종,경기도 고양시 덕양구 선유동,20180330,B등급,20160330
성동1련배수문,하천,수문 및 통문,20001231,2종,경기도 고양시 덕양구 현천동,20180303,B등급,20160303
난지배수문,하천,수문 및 통문,20001231,2종,경기도 고양시 덕양구 강매동,20180303,B등급,20160303
내기2호배수문,하천,수문 및 통문,19890102,2종,전라남도 나주시 산포면 내기리,20180314,B등급,20160314
신풍1배수통문,하천,수문 및 통문,19921231,2종,경상북도 예천군 지보면 신풍리,20190604,B등급,20170604
감노배수통문,하천,수문 및 통문,20120630,2종,경상남도 김해시 상동면 감노리,20181114,A등급,20151114
